fecha,nombre,email,contact_id,template,lang,subject,resultado,error
2026-03-26T00:56:42.724616,Grizzly Construction,hello@grizzlyconstructionmn.com,ktj4RP3nynLlrKYguxM3,ai_receptionist,en,Grizzly Construction: 40 reviews + AI handling calls 24/7,OK,
2026-03-26T00:56:47.080361,Muse Remodeling,museremodeling@gmail.com,YHrGkrvgJhev9Mj6D3Vr,ai_receptionist,en,Muse Remodeling: 31 Google reviews—missing overnight inquiries?,OK,
2026-03-26T00:56:52.325122,Elysian Construction,info@elysianbuilt.com,N6cOF026bH5fDceqwBft,ai_receptionist,en,Elysian Construction + 95 Google reviews = missed calls,OK,
2026-03-26T00:56:57.250338,Urban Renovations LLC,ur@urbanrenovationsmn.com,ckJsNl0SLWmM5kbjsXg3,ai_receptionist,en,"Urban Renovations — 37 reviews, still missing after-hours calls",OK,
2026-03-26T00:57:01.948217,Simon Construction,info@simonconstruction.com,x0y10k9FmjITo1ka6ztA,seo,en,Simon Construction + 14 reviews = untapped potential,OK,
2026-03-26T00:57:07.746640,Tusk Builders,hello@tuskbuilders.com,Z3OF42I062hWaSt49Lij,ai_receptionist,en,Tusk Builders + 27 reviews = missed calls,OK,
2026-03-26T00:57:12.402523,JoNick Construction,info@jonickconstruction.com,nyLSlDlZqUQVz8EUoi0j,ai_receptionist,en,JoNick Construction + 50 Google reviews = missed calls,OK,
2026-03-26T00:57:17.369526,Prima Construction,info@prima-construction.com,GLbo2ngjb531a1IpTaRC,ai_receptionist,en,Prima Construction + 33 Google reviews,OK,
2026-03-26T00:57:22.427294,Red Fox Remodeling,info@redfoxremodeling.com,7LirykLtdcSIDIdXIMqg,ai_receptionist,en,Red Fox Remodeling + 21 Google reviews → 24/7 phone handling,OK,
2026-03-26T00:57:27.422031,Wonderwoman Construction,info@wonderwomanconstruction.com,jYCcdChdaCj06xQQiNTS,seo,en,Wonderwoman Construction: 18 reviews isn't enough for top rankings,OK,
2026-03-26T00:57:32.085772,M General Contractors,info@mgencon.com,mjGE1kxhCl2dDqPnGJYu,ai_receptionist,en,M General Contractors + 22 Google reviews — untapped opportunity,OK,
2026-03-26T00:57:36.825855,Mn Construction & Remodeling INC,minnesotaalltiling@gmail.com,IesOov2OMMzG4M1oGsM2,ai_receptionist,en,"Mn Construction & Remodeling — 31 Google reviews, yet missing calls",OK,
2026-03-26T00:57:41.858803,Sylvestre Remodeling & Design,info@sylvestreconstruction.com,WG8I7v9AYpePLcP67CV9,seo,en,Sylvestre Remodeling — 17 reviews but missing top 3 local visibility,OK,
2026-03-26T00:57:46.163624,Perry & Horton Construction INC,info@phmnconstruction.com,oUZk5mXT7rlFgRU15CaK,seo,en,Perry & Horton — 16 reviews but ranking challenge,OK,
2026-03-26T00:57:50.643540,"D.S. Bahr Construction, Inc.",dsbahr@citlink.net,A7GrNsTVFo3ECL46ietR,seo,en,D.S. Bahr Construction — 15 Google reviews but buried in search,OK,
2026-03-26T00:57:55.095508,A. DeTomaso Construction,farrah@adcmn.com,PloVs2QjNmXVIYIYPtuO,ai_receptionist,en,A. DeTomaso Construction + 59 Google reviews,OK,
2026-03-26T00:58:00.022693,Avalon Construction Inc.,alex@avalon-construction.net,GPZ7Gei2UaVPgWeHVRDV,seo,en,Avalon Construction — 18 reviews but ranking nowhere,OK,
2026-03-26T00:58:04.660396,Central Roofing Company,info@centralroofing.com,CW2EjubuQoisJiYMIP9z,ai_receptionist,en,"Central Roofing — 60 Google reviews, untapped phone leads",OK,
2026-03-26T00:58:09.188979,Midwest Roof & Solar,info@midwestroofandsolar.com,9PhAM8CyU5nnDDJGsysw,ai_receptionist,en,Midwest Roof & Solar + 50 Google reviews = missed calls,OK,
2026-03-26T00:58:14.827086,Roof Repair PHD,roofrepairphd@gmail.com,JriPSh1MwOoraF1fTJjm,ai_receptionist,en,Roof Repair PHD + 53 Google reviews = missed calls,OK,
2026-03-26T00:58:19.225305,Crown Roofing & Restoration,info@buildthecrown.com,hgvsLI3Jmmr3o6BGjjTk,ai_receptionist,en,Crown Roofing: 45 reviews but losing calls,OK,
2026-03-26T00:58:24.700427,First Choice Builds,info@firstchoicebuilds.com,V7hra9GAJgxuJld1I4Jj,ai_receptionist,en,First Choice Builds + 42 reviews = untapped phone leads,OK,
2026-03-26T00:58:29.553550,Action Roofing & Siding LLC,action@actionroofing.net,BFV8WdD23rVlwgowHz6c,ai_receptionist,en,Action Roofing — 52 Google reviews but phones might be ringing off the hook,OK,
2026-03-26T00:58:34.851969,Best Choice Roofing,yournewroof@bestchoiceroofing.com,AINWdqNzYgHxqPlE3QEE,ai_receptionist,en,Best Choice Roofing + 39 reviews = missed calls,OK,
2026-03-26T00:58:39.698301,Pro Exteriors LLC,steve@proexteriorsmn.com,GciD3BnPgiybWWXTghu9,ai_receptionist,en,Pro Exteriors — 39 reviews but missing after-hours calls,OK,
2026-03-26T00:58:44.817573,Roofers of Minnesota Company,rick@roofersofminnesota.com,85cwzUsvXpK5rOr8mnM5,ai_receptionist,en,Roofers of Minnesota + 79 Google reviews = missed calls,OK,
2026-03-26T00:58:50.040182,Midwest Building Exteriors,office@mnmbe.com,U3ftGPVbEBNBGe4nRd06,ai_receptionist,en,Midwest Building Exteriors + 42 Google reviews,OK,
2026-03-26T00:58:54.734122,Alpha Plumbing.Heating.Cooling,customersupport@callalphamn.com,Do3DJo4HIFwe0xd5H4b5,ai_receptionist,en,Alpha Plumbing: 69 reviews + AI handling calls 24/7,OK,
2026-03-26T00:58:59.263968,Voda Plumbing Inc.,vodaplumbing@gmail.com,hxNlQZ8UOQt6D05EkCaK,ai_receptionist,en,Voda Plumbing + 29 Google reviews = missed calls,OK,
2026-03-26T00:59:06.139038,Blaylock Plumbing Co,info@blaylockplumbing.com,hVnVPwZli6tx3fyIROef,ai_receptionist,en,Blaylock Plumbing — 61 reviews and missing 24/7 calls,OK,
2026-03-26T00:59:11.710909,Southtown Plumbing inc.,plumber@southtownplumbing.com,y78swAhYi2QReNMyY9Wx,ai_receptionist,en,Southtown Plumbing + 22 Google reviews = missed calls,OK,
2026-03-26T00:59:17.000674,Peterson Plumbing,alexp@petersonplumbingllc.com,XsMd2uYSUEeNnc1CoFA2,ai_receptionist,en,"Peterson Plumbing: 31 reviews, but missing 24/7 calls",OK,
2026-03-26T00:59:22.396535,Modern Plumbing & Heating,customerservice@modernplumb.com,XxkkbNpiJOJxMoNkGsFr,ai_receptionist,en,Modern Plumbing & Heating + 80 Google Reviews = Missed Calls,OK,
2026-03-26T00:59:27.482615,Brennan Heikes Professional Painting LLC,brennan@brennanheikespainting.com,lzdUhwQWVHOH9VCe1VvG,ai_receptionist,en,"Brennan Heikes — 83 reviews, still missing 24/7 calls",OK,
2026-03-26T00:59:33.600273,Edina Painting Company,gf@edinapainting.com,NaqO9NazRGMa6qCb3Fsz,ai_receptionist,en,"Edina Painting — 29 Google reviews, still missing after-hours calls",OK,
2026-03-26T00:59:38.630840,FoxFire Painting LLC,foxfirepainting@gmail.com,3cPUUGvUMOUayn5M44vz,ai_receptionist,en,"FoxFire Painting — 27 Google reviews, still missing phone coverage",OK,
2026-03-26T00:59:43.293706,Cesar's Painting,info@cesarspaintingllc.com,Atqk6900ZXEJ47xbi8aI,ai_receptionist,en,Cesar's Painting + 83 Google Reviews = Missed Calls,OK,
2026-03-26T00:59:48.183292,Rowland Paint LLC,info@rowlandpaint.com,UXICNlSD2RKbzyR6nj3K,seo,en,Rowland Paint LLC — 16 reviews but buried on Google,OK,
2026-03-26T00:59:52.883227,Stone Valley Contractors,info@stonevalleypainting.com,KCB258rIqzlhJumZYznP,ai_receptionist,en,Stone Valley Contractors + 92 Google reviews,OK,
2026-03-26T00:59:57.744842,"Brushed Monkey, Inc.",interiorarts@brushedmonkey.com,FgXQYgq64dia9mO7ES3Z,ai_receptionist,en,Brushed Monkey + 45 Google reviews = missed calls,OK,
2026-03-26T01:00:02.327747,Three Guys LLC,info@three-guys.net,5ZDxu2j9e4GIJmyTpppi,seo,en,Three Guys LLC: 15 reviews but ranking nowhere,OK,
2026-03-26T01:00:07.305294,H B Painting Co.,mark@hbpainting.com,9W2fs6myysksRMDRtz4I,ai_receptionist,en,"H B Painting Co. — 64 reviews, untapped lead goldmine",OK,
2026-03-26T01:00:12.606395,Pro City Painters,cole@procitypainters.com,2owGJoN4cEZB7vzqEUNI,ai_receptionist,en,Pro City Painters + 23 Google Reviews = Missed Calls,OK,
2026-03-26T01:00:17.596373,All Star Painters,eloy.allstars@gmail.com,I3MpaMMbDPowA9T8FDTH,ai_receptionist,en,All Star Painters + 45 Google reviews = opportunity,OK,
2026-03-26T01:00:22.526693,"Woodland Painting, Inc.",todd@woodlandpainting.com,8jlIU34mZnDFYfAsJ60w,ai_receptionist,en,"Woodland Painting — 59 Google reviews, still missing 24/7 lead capture",OK,
2026-03-26T01:00:27.385177,Affordable painting,p.solliday@comcast.net,YAcb0OAFoyeSf28IfeI7,ai_receptionist,en,Affordable Painting: 29 reviews + AI handling calls 24/7,OK,
2026-03-26T01:00:32.171093,Allens Perfect Painting LLC,allensperfectpainting@gmail.com,b0Y7Nn92I3bDTqhbdEkH,seo,en,Allens Perfect Painting — 11 reviews but ranking nowhere,OK,
2026-03-26T01:00:37.508963,JW Landscaping and Remodeling,jwlandscapingremodeling@gmail.com,YEd1NDV4wd9l7aZ2mZJG,seo,en,"JW Landscaping: 10★ reviews, zero local SEO traction",OK,
